,date_time,baseDate,baseTime,category,nx,ny,obsrValue
0,202212271400,20221227,1400,PTY,58,125,0
1,202212271400,20221227,1400,REH,58,125,45
2,202212271400,20221227,1400,RN1,58,125,0
3,202212271400,20221227,1400,T1H,58,125,2.5
4,202212271400,20221227,1400,UUU,58,125,1.3
5,202212271400,20221227,1400,VEC,58,125,270
6,202212271400,20221227,1400,VVV,58,125,0
7,202212271400,20221227,1400,WSD,58,125,1.3
