id,cid,name,addr,use_time,free,b_name,b_call,type,x_crdn,y_crdn
ME174078,01,하귀1지구 공영주차장,제주특별자치도 제주시 하귀1리 176-3,24시간 이용가능,N,환경부,1661-9408,06,33.4855867,126.414308
ME174079,01,한경도서관 앞 주차장,제주특별자치도 제주시 한경면 신창리 233-1,24시간 이용가능,N,환경부,1661-9408,06,33.3500436,126.184563
ME174080,01,한림공원 인근 공영주차장,제주특별자치도 제주시 한림읍 금능리 2018,24시간 이용가능,N,환경부,1661-9408,06,33.3904865,126.2380097
ME174081,01,한림읍체육관 주차장,제주특별자치도 제주시 한림읍 한림중앙로 71-9,24시간 이용가능,N,환경부,1661-9408,06,33.4092691,126.2695843
ME174081,02,한림읍체육관 주차장,제주특별자치도 제주시 한림읍 한림중앙로 71-9,24시간 이용가능,N,환경부,1661-9408,06,33.4092691,126.2695843
ME174081,03,한림읍체육관 주차장,제주특별자치도 제주시 한림읍 한림중앙로 71-9,24시간 이용가능,N,환경부,1661-9408,06,33.4092691,126.2695843
ME174082,01,화북동주민센터,제주특별자치도 제주시 화북1동 1976-6,24시간 이용가능,N,환경부,1661-9408,06,33.5198336,126.5657078
ME181538,01,한반도제주호텔,제주특별자치도 제주시 연동2334-4,24시간 이용가능,Y,환경부,1661-9408,06,33.493426,126.490957
ME181539,01,㈜행운식품,제주특별자치도 제주시 조천읍 함덕리 906번지,24시간 이용가능,Y,환경부,1661-9408,06,33.536916,126.669926
ME181540,01,봄그리고가을리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로2660,24시간 이용가능,Y,환경부,1661-9408,06,33.474152,126.91107
ME181541,01,클럽다인리조트,제주특별자치도 제주시 애월읍 애월해안로400-9,24시간 이용가능,Y,환경부,1661-9408,06,33.471151,126.351032
ME181542,11,롯데마트 제주점,제주특별자치도 제주시 연북로 1(노형동),10:00~23:00,Y,환경부,1661-9408,06,33.482377,126.481771
ME181544,01,제주공항,제주특별자치도 제주시 용담2동 2002,24시간 이용가능,Y,환경부,1661-9408,06,33.505395,126.495111
ME183101,01,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,Y,환경부,1661-9408,06,33.4726789,126.9322508
ME183101,02,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,Y,환경부,1661-9408,04,33.4726789,126.9322508
ME183101,03,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,Y,환경부,1661-9408,06,33.4726789,126.9322508
ME183101,04,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,Y,환경부,1661-9408,04,33.4726789,126.9322508
ME183101,52,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,Y,환경부,1661-9408,04,33.4726789,126.9322508
ME183101,54,성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",24시간 이용가능,Y,환경부,1661-9408,04,33.4726789,126.9322508
ME183102,01,대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",24시간 이용가능,Y,환경부,1661-9408,06,33.2637648,126.2359856
ME183102,02,대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",24시간 이용가능,Y,환경부,1661-9408,04,33.2637648,126.2359856
ME183102,52,대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",24시간 이용가능,Y,환경부,1661-9408,04,33.2637648,126.2359856
ME184122,01,남원읍동부보건소,제주특별자치도 서귀포시 남원읍 태위로 527,24시간 이용가능,Y,환경부,1661-9408,06,33.275783,126.703417
ME184123,01,서귀포시민회관,제주특별자치도 서귀포시 동홍로 31-7,24시간 이용가능,Y,환경부,1661-9408,06,33.251458,126.566931
ME184124,01,돈내코야영장,제주특별자치도 서귀포시 돈내코로 114,24시간 이용가능,Y,환경부,1661-9408,06,33.300321,126.584802
ME184125,01,안덕면사무소,제주특별자치도 서귀포시 안덕면 화순서서로 74,24시간 이용가능,Y,환경부,1661-9408,06,33.257546,126.330743
ME184126,02,제주국제컨벤션센터2,제주특별자치도 서귀포시 중문관광로 224,24시간 이용가능,Y,환경부,1661-9408,06,33.241630,126.425461
ME184127,01,구좌체육관,제주특별자치도 제주시 구좌읍 김녕로 209,24시간 이용가능,Y,환경부,1661-9408,06,33.556184,126.76167
ME184128,01,제주해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,24시간 이용가능,Y,환경부,1661-9408,06,33.523056,126.862851
ME19B251,21,동녘도서관,제주특별자치도 제주시 구좌읍 일주동로 3132,24시간 이용가능,Y,환경부,1661-9408,04,33.520768,126.854705
ME19B251,22,동녘도서관,제주특별자치도 제주시 구좌읍 일주동로 3132,24시간 이용가능,Y,환경부,1661-9408,04,33.520768,126.854705
ME19B252,01,제주시 외도일동 공영주차장,제주특별자치도 제주시 외도일동 632-7,24시간 이용가능,Y,환경부,1661-9408,04,33.485522,126.428719
ME19B252,02,제주시 외도일동 공영주차장,제주특별자치도 제주시 외도일동 632-7,24시간 이용가능,Y,환경부,1661-9408,04,33.485522,126.428719
ME19B253,21,비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,24시간 이용가능,Y,환경부,1661-9408,04,33.491586,126.811214
ME19B253,22,비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,24시간 이용가능,Y,환경부,1661-9408,04,33.491586,126.811214
ME19B404,21,월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,24시간 이용가능,Y,환경부,1661-9408,04,33.246551,126.5071
ME19B404,22,월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,24시간 이용가능,Y,환경부,1661-9408,04,33.246551,126.5071
ME19B404,23,월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,24시간 이용가능,Y,환경부,1661-9408,04,33.246551,126.5071
ME19B404,24,월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,24시간 이용가능,Y,환경부,1661-9408,04,33.246551,126.5071
ME19B405,41,제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,24시간 이용가능,Y,환경부,1661-9408,04,33.450197,126.621615
ME19B405,42,제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,24시간 이용가능,Y,환경부,1661-9408,04,33.450197,126.621615
ME19B405,43,제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,24시간 이용가능,Y,환경부,1661-9408,04,33.450197,126.621615
ME19B405,44,제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,24시간 이용가능,Y,환경부,1661-9408,04,33.450197,126.621615
ME19B406,21,제주국제대학교,제주특별자치도 제주시 516로 2870,24시간 이용가능,Y,환경부,1661-9408,04,33.44059,126.572195
ME19B406,22,제주국제대학교,제주특별자치도 제주시 516로 2870,24시간 이용가능,Y,환경부,1661-9408,04,33.44059,126.572195
ME19B406,23,제주국제대학교,제주특별자치도 제주시 516로 2870,24시간 이용가능,Y,환경부,1661-9408,04,33.44059,126.572195
ME19B406,24,제주국제대학교,제주특별자치도 제주시 516로 2870,24시간 이용가능,Y,환경부,1661-9408,04,33.44059,126.572195
ME19Y240,21,오일시장 일대 공영주차장,제주특별자치도 제주시 오일장서길 26,24시간 이용가능,Y,환경부,1661-9408,04,33.497482,126.474956
ME19Y240,22,오일시장 일대 공영주차장,제주특별자치도 제주시 오일장서길 26,24시간 이용가능,Y,환경부,1661-9408,04,33.497482,126.474956
ME19Y269,01,외도119센터,제주특별자치도 제주시 통물길 75,24시간 이용가능,Y,환경부,1661-9408,04,33.486439,126.437740
ME19Y269,02,외도119센터,제주특별자치도 제주시 통물길 75,24시간 이용가능,Y,환경부,1661-9408,04,33.486439,126.437740
ME19Y270,01,조천도서관,제주특별자치도 제주시 조천읍 일주동로 1189,24시간 이용가능,Y,환경부,1661-9408,04,33.537823,126.667909
ME19Y270,02,조천도서관,제주특별자치도 제주시 조천읍 일주동로 1189,24시간 이용가능,Y,환경부,1661-9408,04,33.537823,126.667909
ME19Y271,01,한경면(청수리)청수마을회관,제주특별자치도 제주시 한경면 대한로 1036,24시간 이용가능,Y,환경부,1661-9408,04,33.317755,126.247556
ME19Y271,02,한경면(청수리)청수마을회관,제주특별자치도 제주시 한경면 대한로 1036,24시간 이용가능,Y,환경부,1661-9408,04,33.317755,126.247556
BT000001,01,보타리에너지,제주특별자치도 제주시 애월읍 녹근로 130,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.40864,126.317386
BT000002,01,보타리에너지(오름재),제주특별자치도 제주시 애월읍 돈물내길 16,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.398486,126.326259
BT000003,01,포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1,24시간 이용가능,Y,보타리에너지,080-799-9100,05,33.463075,126.708840
BT000003,02,포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1,24시간 이용가능,Y,보타리에너지,080-799-9100,05,33.463075,126.708840
BT000028,01,라온랜드,제주특별자치도 제주시 한림읍 월림7길 155,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.355585,126.242011
BT000028,02,라온랜드,제주특별자치도 제주시 한림읍 월림7길 155,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.355585,126.242011
BT000029,01,장촌한우마을,제주특별자치도 제주시 애월읍 천덕로 440-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.420124,126.338883
BT000030,01,도노미농산물,제주특별자치도 제주시 애월읍 곽봉로 213,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.429586114998,126.3133390420
BT000031,01,제주코,제주특별자치도 제주시 한림읍 중산간서로 4494,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.372684,126.284578
BT000032,01,만복흑돼지,제주특별자치도 서귀포시 안덕면 산방로 53,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.243512,126.327026
BT000033,01,아만토브펜션,제주특별자치도 서귀포시 예래로 446,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.235836,126.370619
BT000034,01,캐릭파크,제주특별자치도 제주시 조천읍 선교로 264,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.479712,126.700689
BT000034,02,캐릭파크,제주특별자치도 제주시 조천읍 선교로 264,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.479712,126.700689
BT000035,01,과수원피스,제주특별자치도 제주시 한림읍 한림로 176-2,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.385369,126.227464
BT000036,01,교래아름가든,제주특별자치도 제주시 조천읍 교래3길 24,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.435612,126.678779
BT000037,01,구구토종닭,제주특별자치도 제주시 조천읍 남조로 1767,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.425421,126.674423
BT000038,01,관통사,제주특별자치도 서귀포시 표선면 표선관정로 52,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.326648,126.826629
BT000039,01,꽃머채,제주특별자치도 제주시 애월읍 소길남길 202-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.418527,126.376817
BT000040,01,제주안전체험관,제주특별자치도 제주시,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.394694,126.372333
BT000040,02,제주안전체험관,제주특별자치도 제주시,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.394694,126.372333
BT000040,11,제주안전체험관,제주특별자치도 제주시,24시간 이용가능,Y,보타리에너지(주),1588-5339,02,33.394694,126.372333
BT000040,12,제주안전체험관,제주특별자치도 제주시,24시간 이용가능,Y,보타리에너지(주),1588-5339,02,33.394694,126.372333
BT000040,13,제주안전체험관,제주특별자치도 제주시,24시간 이용가능,Y,보타리에너지(주),1588-5339,02,33.394694,126.372333
BT000040,14,제주안전체험관,제주특별자치도 제주시,24시간 이용가능,Y,보타리에너지(주),1588-5339,02,33.394694,126.372333
BT000041,01,음부리카페,제주특별자치도 제주시 한림읍 중산간서로 3905,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.352121,126.257607
BT000042,01,창고내음식점,제주특별자치도 서귀포시 안덕면 창천중앙로 55,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.267362,126.369285
BT000043,01,창천리복지회관,제주특별자치도 서귀포시 안덕면 창천중앙로 31,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.265612,126.368564
BT000044,01,대자연가든,제주특별자치도 제주시 조천읍 함덕리,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.5397877,126.675138
BT000045,01,동양콘도,제주특별자치도 제주시 애월읍 애월해안로 708,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.4833534,126.3771455
BT000045,02,동양콘도,제주특별자치도 제주시 애월읍 애월해안로 708,24시간 이용가능,Y,보타리에너지(주),1588-5339,04,33.4833534,126.3771455
BT000046,01,금악정육식당,제주특별자치도 제주시 한림읍 중산간서로 4302,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.358949467,126.29422214
BT000047,01,한림교회,제주특별자치도 제주시 한림읍 한림로14길 13,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.415913275,126.26720419
BT000048,01,안다미로,제주특별자치도 제주시 조천읍 비자림로 648,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.436349328,126.67657557
BT000049,01,성결교회,제주특별자치도 서귀포시 중산간동로 8251,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.261344573,126.53572515
BT000050,01,자유렌트카,제주특별자치도 제주시 도두일동 1177-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.498119860,126.47886499
BT000050,02,자유렌트카,제주특별자치도 제주시 도두일동 1177-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.498119860,126.47886499
BT000050,03,자유렌트카,제주특별자치도 제주시 도두일동 1177-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.498119860,126.47886499
BT000051,01,홍대감,제주특별자치도 제주시 구좌읍 비자림로 1772,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.467129798,126.77358249
BT000052,01,오픈박스,제주특별자치도 제주시 번영로 138,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.504789390,126.56024511
BT000053,01,벙커하우스,제주특별자치도 서귀포시 막숙포로41번길 66,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.240575106,126.51918390
CV000011,01,에코티엘(제주),제주특별자치도 제주시 연동 251-69외,24시간 이용가능,Y,대영채비,1522-2573,06,33.489125,126.487631
CV000131,01,UFO펜션,제주특별자치도 제주시 애월읍 애월해안로 765,24시간 이용가능,Y,대영채비,1522-2573,02,33.485502,126.38184
CV000131,02,UFO펜션,제주특별자치도 제주시 애월읍 애월해안로 765,24시간 이용가능,Y,대영채비,1522-2573,02,33.485502,126.38184
CV000132,01,새소망의료재단,제주특별자치도 서귀포시 안덕면 한창로 110번길 61,24시간 이용가능,Y,대영채비,1522-2573,02,33.277861,126.362106
CV000132,02,새소망의료재단,제주특별자치도 서귀포시 안덕면 한창로 110번길 61,24시간 이용가능,Y,대영채비,1522-2573,02,33.277861,126.362106
CV000138,01,영보맨션(입주자용),제주특별자치도 제주시 용담2동 609-2,24시간 이용가능,Y,대영채비,1522-2573,02,33.51062699999,126.5060119999
CV000139,01,동원리조트,제주특별자치도 서귀포시 서귀동 685,24시간 이용가능,Y,대영채비,1522-2573,02,33.24080825872,126.5625259914
CV000140,01,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉리 3869-4,24시간 이용가능,Y,대영채비,1522-2573,02,33.25726500000,126.1889160000
CV000140,02,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉리 3869-4,24시간 이용가능,Y,대영채비,1522-2573,02,33.25726500000,126.1889160000
CV000141,01,코스모스태홍누리안 5차아파트,제주특별자치도 제주시 연동 304-5,24시간 이용가능,Y,대영채비,1522-2573,02,33.48534120753,126.4957885778
CV000141,02,코스모스태홍누리안 5차아파트,제주특별자치도 제주시 연동 304-5,24시간 이용가능,Y,대영채비,1522-2573,02,33.48534120753,126.4957885778
CV000142,01,제이라움,제주특별자치도 서귀포시 대정읍 무릉리 3876-1,24시간 이용가능,Y,대영채비,1522-2573,02,33.25652284822,126.1898482784
CV000142,02,제이라움,제주특별자치도 서귀포시 대정읍 무릉리 3876-1,24시간 이용가능,Y,대영채비,1522-2573,02,33.25652284822,126.1898482784
CV000143,01,끌림36.5,제주특별자치도 제주시 애월읍 고내리 363-1,24시간 이용가능,Y,대영채비,1522-2573,02,33.47091200000,126.3476299999
CV000143,02,끌림36.5,제주특별자치도 제주시 애월읍 고내리 363-1,24시간 이용가능,Y,대영채비,1522-2573,02,33.47091200000,126.3476299999
CV000144,01,엘로이빌,제주특별자치도 제주시 연동 2415-3,24시간 이용가능,Y,대영채비,1522-2573,02,33.49287799999,126.4811850000
CV000144,02,엘로이빌,제주특별자치도 제주시 연동 2415-3,24시간 이용가능,Y,대영채비,1522-2573,02,33.49287799999,126.4811850000
CV000145,01,서귀포시서부보건소 안덕보건지소,제주특별자치도 서귀포시 안덕면 화순리 1158-11,24시간 이용가능,Y,대영채비,1522-2573,02,33.25052400000,126.3313920000
CV000157,01,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,02,33.487948999999,126.483349
CV000157,02,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,02,33.487948999999,126.483349
CV000157,03,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,02,33.487948999999,126.483349
CV000157,04,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,02,33.487948999999,126.483349
CV000158,01,신광아파트,제주특별자치도 제주시 도령로 7길 20,24시간 이용가능,Y,대영채비,1522-2573,02,33.4907929999,126.484404822
CV000159,01,아라2차미다움,제주특별자치도 제주시 금월길 66,24시간 이용가능,Y,대영채비,1522-2573,02,33.48333,126.552549
CV000159,02,아라2차미다움,제주특별자치도 제주시 금월길 66,24시간 이용가능,Y,대영채비,1522-2573,02,33.48333,126.552549
CV000159,03,아라2차미다움,제주특별자치도 제주시 금월길 66,24시간 이용가능,Y,대영채비,1522-2573,02,33.48333,126.552549
CV000271,01,제주첨단과학단지(엘리트빌딩),제주특별자치도 제주시 첨단로 213-4,24시간 이용가능,N,대영채비,1522-2573,06,33.452903,126.572552
CV000272,01,제주첨단과학단지(스마트빌딩),제주특별자치도 제주시 첨단남길 42 (월평동),24시간 이용가능,N,대영채비,1522-2573,06,33.4537316548,126.572534802
CV000273,01,제주첨단과학단지(세미양빌딩),제주특별자치도 제주시 첨단로 330,24시간 이용가능,N,대영채비,1522-2573,06,33.4423379999,126.57145
CV000277,01,모닝시티오피스텔,제주특별자치도 제주시 하귀9길 2,24시간 이용가능,N,대영채비,1522-2573,02,33.486521,126.414607
CV000277,02,모닝시티오피스텔,제주특별자치도 제주시 하귀9길 2,24시간 이용가능,N,대영채비,1522-2573,02,33.486521,126.414607
CV000304,01,더베이리조트,제주특별자치도 서귀포시 문필로35번길 46,24시간 이용가능,N,대영채비,1522-2573,02,33.241199,126.59348699999
CV000304,02,더베이리조트,제주특별자치도 서귀포시 문필로35번길 46,24시간 이용가능,N,대영채비,1522-2573,02,33.241199,126.59348699999
CV000308,01,뉴오션리조트,제주특별자치도 제주시 애월읍 고내로 13길 59,24시간 이용가능,N,대영채비,1522-2573,02,33.4694639999,126.345584999
CV000319,01,제주 에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,24시간 이용가능,Y,대영채비,1522-2573,06,33.435572,126.291692
CV000327,01,지엔에프주식회사,제주특별자치도 제주시 구좌읍 김녕로21길 5-5,24시간 이용가능,N,대영채비,1522-2573,02,33.5564319999,126.754861
CV000342,01,뜨레모아7차 공동주택,제주특별자치도 제주시 광평중길 65-1,24시간 이용가능,Y,대영채비,1522-2573,02,33.4795950000,126.46910499
CV000342,02,뜨레모아7차 공동주택,제주특별자치도 제주시 광평중길 65-1,24시간 이용가능,Y,대영채비,1522-2573,02,33.4795950000,126.46910499
CV000343,01,터닝포인트제주,제주특별자치도 서귀포시 성산읍 일주동로 5199-11,24시간 이용가능,N,대영채비,1522-2573,02,33.3730099999,126.87261099
CV000344,01,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000344,02,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000344,03,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000344,04,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000344,05,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000344,06,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000344,07,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,02,33.3052469999,126.29920400
CV000353,01,(유)다올-썬라이즈호텔 섭지코지점,제주특별자치도 서귀포시 성산읍 신양로 83,24시간 이용가능,Y,대영채비,1522-2573,02,33.4367196,126.918324
CV000358,01,(유)다올-성산썬라이즈호텔,제주특별자치도 서귀포시 성산읍 성산등용로17번길 35,24시간 이용가능,N,대영채비,1522-2573,02,33.462349000000,126.931026000
CV000358,02,(유)다올-성산썬라이즈호텔,제주특별자치도 서귀포시 성산읍 성산등용로17번길 35,24시간 이용가능,N,대영채비,1522-2573,02,33.462349000000,126.931026000
CV000363,01,세기자동차공업사,제주특별자치도 제주시 서광로 77,24시간 이용가능,Y,대영채비,1522-2573,02,33.50046400000,126.5040759999
CV000363,02,세기자동차공업사,제주특별자치도 제주시 서광로 77,24시간 이용가능,Y,대영채비,1522-2573,02,33.50046400000,126.5040759999
BT000004,01,유수암주유소,제주특별자치도 제주시 애월읍 유수암 평화10길2,24시간 이용가능,Y,보타리에너지,080-799-9100,05,33.427569,126.410881
BT000005,01,그리스박물관,제주특별자치도 제주시 한림읍 광산로 942,24시간 이용가능,Y,보타리에너지,080-799-9100,05,33.347946,126.356832
BT000006,01,CU김녕교차로점,제주특별자치도 제주시 구좌읍 일주동로 1998,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.551220994829,126.7438000680
BT000007,01,금악주유소,제주특별자치도 제주시 한림읍 한창로 1249,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.353335846436,126.2983901758
BT000008,01,제주담,제주특별자치도 제주시 구좌읍 비자림로 1575,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.451107608441,126.7680259743
BT000009,01,와흘을그리다,제주특별자치도 제주시 조천읍 남조로 2213,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.462526220983,126.6603667527
BT000010,01,마마뜰카페,제주특별자치도 서귀포시 안덕면 신화역사로403번길 82,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.309980731701,126.3337272149
BT000011,01,한솜카페,제주특별자치도 제주시 진군남2길 10-7,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.475521186840,126.4771929103
BT000012,01,산방산나들목,제주특별자치도 서귀포시 안덕면 사계남로 189,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.230282659663,126.3081339536
BT000013,01,제주다와풀빌라,제주특별자치도 서귀포시 안덕면 소기왓로 81-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.242329742156,126.3681386922
BT000014,01,스놉부티쿠스테이,제주특별자치도 서귀포시 예래해안로 17,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.233218657171,126.3694299698
BT000015,01,자연과사람들,제주특별자치도 제주시 조천읍 남조로 2185,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.460474886021,126.6611223418
BT000016,01,제이이피,제주특별자치도 서귀포시 태평로120번길 20,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.242671,126.535552
BT000017,01,농업회사법인경덕,제주특별자치도 제주시 조천읍 선교로 117,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.486932157240,126.7060525014
BT000018,01,도치돌,제주특별자치도 제주시 애월읍 천덕로 440-1,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.419824750329,126.3391790649
BT000019,01,동광메밀짬뽕,제주특별자치도 서귀포시 안덕면 신화역사로 581,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.310548284154,126.3498084738
BT000020,01,대평회센터,제주특별자치도 서귀포시 안덕면 대평로 52,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.237682415692,126.3620591982
BT000021,01,골체오름쉼터,제주특별자치도 제주시 조천읍 번영로 1656,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.454796816257,126.7060856832
BT000021,02,골체오름쉼터,제주특별자치도 제주시 조천읍 번영로 1656,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.454796816257,126.7060856832
BT000022,01,달스테이,제주특별자치도 제주시 애월읍 중산간서로 6333,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.456886862560,126.4078767058
BT000023,01,돈내코순두부한림점,제주특별자치도 제주시 한림읍 한상로 72,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.409705071086,126.2824973686
BT000023,02,돈내코순두부한림점,제주특별자치도 제주시 한림읍 한상로 72,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.409705071086,126.2824973686
BT000024,01,동아물산,제주특별자치도 제주시 한림읍 한림로 564,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.407829786868,126.2579760808
BT000024,02,동아물산,제주특별자치도 제주시 한림읍 한림로 564,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.407829786868,126.2579760808
BT000025,01,선래왓절,제주특별자치도 제주시 조천읍 선진길 66-2,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.458242527987,126.7086636688
BT000026,01,제주갤럭시호텔,제주특별자치도 제주시 남성로 33,24시간 이용가능,Y,보타리에너지(주),1588-5339,06,33.503100552526,126.5124982813
BT000027,01,스퀘어오션타운,제주특별자치도 제주시 조천읍 신흥로 33,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.546511,126.65222
BT000027,02,스퀘어오션타운,제주특별자치도 제주시 조천읍 신흥로 33,24시간 이용가능,Y,보타리에너지(주),1588-5339,05,33.546511,126.65222
ME184129,01,제주노루생태공원,제주특별자치도 제주시 명림로 520,07:00~19:00,Y,환경부,1661-9408,06,33.444446,126.62665
ME184130,01,별빛누리공원,제주특별자치도 제주시 선돌목동길 60,24시간 이용가능,Y,환경부,1661-9408,06,33.445028,126.549252
ME184131,01,조천체육관,제주특별자치도 제주시 조천읍 조천18길 11-1,24시간 이용가능,Y,환경부,1661-9408,06,33.539725,126.643948
ME184132,01,한림읍사무소,제주특별자치도 제주시 한림읍 한림상로 132,24시간 이용가능,Y,환경부,1661-9408,06,33.410109,126.267103
ME18A173,01,삼매봉도서관,제주특별자치도 서귀포시 남성중로 153번길 15,06:00~24:00,Y,환경부,1661-9408,06,33.24446,126.552233
