id,cid,name,addr,use_time,free,b_name,b_call,type,x_crdn,y_crdn,cal1,cal2,check,1,2,3,4,5,6
GN100270,1,해든빌레펜션,제주특별자치도 서귀포시 남원읍 자배오름로 139번길 149,24시간 이용가능,Y,지엔텔,1544-4279,2,33.2921973,126.6611686,2,1,0,0,1,0,0,0,0
GN100270,2,해든빌레펜션,제주특별자치도 서귀포시 남원읍 자배오름로 139번길 149,24시간 이용가능,Y,지엔텔,1544-4279,2,33.2921973,126.6611686,4,2,1,0,2,0,0,0,0
GN100271,1,제주오토갤러리,제주특별자치도 제주시 화남로 8,24시간 이용가능,Y,지엔텔,1544-4279,2,33.5172614,126.5624866,2,1,0,0,1,0,0,0,0
GN100271,2,제주오토갤러리,제주특별자치도 제주시 화남로 8,24시간 이용가능,Y,지엔텔,1544-4279,2,33.5172614,126.5624866,4,2,1,0,2,0,0,0,0
GN100272,1,대한예수교장로회 모슬포제일교회,제주특별자치도 서귀포시 대정읍 신영로 65-12,24시간 이용가능,Y,지엔텔,1544-4279,2,33.221422,126.2498994,2,1,0,0,1,0,0,0,0
GN100272,2,대한예수교장로회 모슬포제일교회,제주특별자치도 서귀포시 대정읍 신영로 65-12,24시간 이용가능,Y,지엔텔,1544-4279,2,33.221422,126.2498994,4,2,1,0,2,0,0,0,0
GN100280,1,로하스펜션,제주특별자치도 서귀포시 안덕면 사계리 2979-1,24시간 이용가능,Y,지엔텔,1544-4279,2,33.23675,126.29789,2,1,0,0,1,0,0,0,0
GN100285,1,대한예수교장로회 표선교회,제주특별자치도 서귀포시 표선면 표선리 1664-2,24시간 이용가능,Y,지엔텔,1544-4279,2,33.3288343,126.8237046,2,1,0,0,1,0,0,0,0
GS000032,1,무수천주유소,제주특별자치도 제주시 노형로 45,24시간 이용가능,Y,GS칼텍스,1544-5151,4,33.463228,126.452021,4,1,0,0,0,0,1,0,0
GS000032,2,무수천주유소,제주특별자치도 제주시 노형로 45,24시간 이용가능,Y,GS칼텍스,1544-5151,4,33.463228,126.452021,8,2,0,0,0,0,2,0,0
GS000032,3,무수천주유소,제주특별자치도 제주시 노형로 45,24시간 이용가능,Y,GS칼텍스,1544-5151,5,33.463228,126.452021,5,3,1,0,0,0,0,1,0
GS000037,1,중문관광단지충전소,제주특별자치도 서귀포시 일주서로 1076,24시간 이용가능,Y,GS칼텍스,1544-5151,5,33.262971,126.398324,5,1,0,0,0,0,0,1,0
GS000037,2,중문관광단지충전소,제주특별자치도 서귀포시 일주서로 1076,24시간 이용가능,Y,GS칼텍스,1544-5151,5,33.262971,126.398324,10,2,1,0,0,0,0,2,0
GS000051,1,제주혁신도시주유소,제주특별자치도 서귀포시 일주동로 9144,24시간 이용가능,Y,GS칼텍스,1544-5151,4,33.24818,126.516228,4,1,0,0,0,0,1,0,0
GS000051,2,제주혁신도시주유소,제주특별자치도 서귀포시 일주동로 9144,24시간 이용가능,Y,GS칼텍스,1544-5151,4,33.24818,126.516228,8,2,1,0,0,0,2,0,0
HE000001,1,GS25 너울빌리지점,제주특별자치도 제주시 한경면 일주서로4469,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.3628047,126.1933057,6,1,0,0,0,0,0,0,1
HE000002,1,현대자동차 블루핸즈 노형북부점,제주특별자치도 제주시 월광로43,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.48549293,126.4654341,6,1,0,0,0,0,0,0,1
HE000003,1,현대자동차 블루핸즈 한림점,제주특별자치도 제주시 한림읍 일주서로5697,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.435865,126.277641,6,1,0,0,0,0,0,0,1
HE000004,1,현대자동차 블루핸즈 아라점,제주특별자치도 제주시 아봉로11,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.478463,126.545241,2,1,0,0,1,0,0,0,0
HE000005,1,현대자동차 블루핸즈 연동점,제주특별자치도 제주시 신대로21길34-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4819609,126.500229,2,1,0,0,1,0,0,0,0
HE000006,1,GS25 안덕서광점,제주특별자치도 서귀포시 안덕면 중산간서로 18821882,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2892419,126.3220016,6,1,0,0,0,0,0,0,1
HE000008,2,제주지방합동청사,제주특별자치도 제주시 청사로 59,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4908611,126.5248524,2,1,0,0,1,0,0,0,0
HE000008,1,제주지방합동청사,제주특별자치도 제주시 청사로 59,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,6,33.4908611,126.5248524,6,2,1,0,0,0,0,0,1
HE000009,1,라마다호텔 제주,제주특별자치도 제주시 탑동로 66,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.518897,126.51796,2,1,0,0,1,0,0,0,0
HE000009,2,라마다호텔 제주,제주특별자치도 제주시 탑동로 66,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.518897,126.51796,4,2,1,0,2,0,0,0,0
HE000010,1,형제공업사,제주특별자치도 제주시 일주서로 7266,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,6,33.491718,126.423656,6,1,0,0,0,0,0,0,1
HE000012,2,제주대학교 병원,제주특별자치도 제주시 아란13길15,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4671206,126.5454466,2,1,0,0,1,0,0,0,0
HE000012,3,제주대학교 병원,제주특별자치도 제주시 아란13길15,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4671206,126.5454466,4,2,0,0,2,0,0,0,0
HE000012,1,제주대학교 병원,제주특별자치도 제주시 아란13길15,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4671206,126.5454466,6,3,1,0,0,0,0,0,1
HE000014,2,애월농협 하나로마트,제주특별자치도 제주시 애원로41,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4601535,126.3219983,2,1,0,0,1,0,0,0,0
HE000014,1,애월농협 하나로마트,제주특별자치도 제주시 애원로41,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4601535,126.3219983,6,2,1,0,0,0,0,0,1
HE000015,2,하귀농협 복지센터,제주특별자치도 제주시 일주서로7020,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4812569,126.4004138,2,1,0,0,1,0,0,0,0
HE000015,1,하귀농협 복지센터,제주특별자치도 제주시 일주서로7020,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4812569,126.4004138,6,2,1,0,0,0,0,0,1
HE000016,1,연동공영주차장,"제주특별자치도 제주시 연동 272-31, 지상1층",24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4890251,126.4914698,2,1,0,0,1,0,0,0,0
HE000016,2,연동공영주차장,"제주특별자치도 제주시 연동 272-31, 지상1층",24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4890251,126.4914698,4,2,0,0,2,0,0,0,0
HE000016,3,연동공영주차장,"제주특별자치도 제주시 연동 272-31, 지상1층",24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4890251,126.4914698,6,3,0,0,3,0,0,0,0
HE000016,4,연동공영주차장,"제주특별자치도 제주시 연동 272-31, 지상1층",24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4890251,126.4914698,8,4,1,0,4,0,0,0,0
HE000017,2,한국충전본사,제주특별자치도 제주시 연삼로61,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4938748,126.4990527,2,1,0,0,1,0,0,0,0
HE000017,4,한국충전본사,제주특별자치도 제주시 연삼로61,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4938748,126.4990527,4,2,0,0,2,0,0,0,0
HE000017,6,한국충전본사,제주특별자치도 제주시 연삼로,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,5,33.4938748,126.4990527,5,3,0,0,0,0,0,1,0
HE000017,5,한국충전본사,제주특별자치도 제주시 연삼로,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,6,33.4938748,126.4990527,6,4,0,0,0,0,0,0,1
HE000017,1,한국충전본사,제주특별자치도 제주시 연삼로61,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4938748,126.4990527,12,5,1,0,0,0,0,0,2
HE000018,1,기아오토큐 오라대리점,제주특별자치도 제주시 연삼로116,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4928898,126.5046644,6,1,0,0,0,0,0,0,1
HE000019,2,롯데리아 제주외도 DT,제주특별자치도 제주시 일주서로7335,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4932128,126.4307026,2,1,0,0,1,0,0,0,0
HE000019,1,롯데리아 제주외도 DT,제주특별자치도 제주시 일주서로7335,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4932128,126.4307026,6,2,1,0,0,0,0,0,1
HE000020,2,제주공항 입구주차장,제주특별자치도 제주시 다호북길7,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.5030755,126.4958523,2,1,0,0,1,0,0,0,0
HE000020,1,제주공항 입구주차장,제주특별자치도 제주시 다호북길7,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.5030755,126.4958523,6,2,1,0,0,0,0,0,1
HE000022,2,일도이동공영주차장,제주특별자치도 제주시 일도2동 488-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.5106021,126.5441736,2,1,0,0,1,0,0,0,0
HE000022,1,일도이동공영주차장,제주특별자치도 제주시 일도2동 488-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.5106021,126.5441736,6,2,1,0,0,0,0,0,1
HE000023,2,조천농협 농산물산지유통센터,제주특별자치도 제주시 일주동로757,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.5312277,126.6221792,2,1,0,0,1,0,0,0,0
HE000023,1,조천농협 농산물산지유통센터,제주특별자치도 제주시 일주동로757,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.5312277,126.6221792,6,2,1,0,0,0,0,0,1
HE000024,2,한경농협 하나로마트,제주특별자치도 제주시 신한로 76,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.346628,126.1904132,2,1,0,0,1,0,0,0,0
HE000024,3,한경농협 하나로마트,제주특별자치도 제주시 신한로 76,24시간 이용가능,N,한국전기차충전서비스,1522-1782,5,33.346628,126.1904132,5,2,0,0,0,0,0,1,0
HE000024,1,한경농협 하나로마트,제주특별자치도 제주시 신한로 76,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.346628,126.1904132,6,3,1,0,0,0,0,0,1
HE000025,1,기아오토큐 화북대리점,제주특별자치도 제주시 일주동로14,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.5118171,126.5492132,6,1,0,0,0,0,0,0,1
HE000027,1,KT 성산포지사,제주특별자치도 서귀포시 서성일로 1244-3,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4467743,126.9116569,2,1,0,0,1,0,0,0,0
HE000027,2,KT 성산포지사,제주특별자치도 서귀포시 서성일로 1244-3,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4467743,126.9116569,6,2,1,0,0,0,0,0,1
HE000028,2,위미농협 하나로마트,제주특별자치도 서귀포시 태위로126,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.2745963,126.660949,2,1,0,0,1,0,0,0,0
HE000028,1,위미농협 하나로마트,제주특별자치도 서귀포시 태위로126,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2745963,126.660949,6,2,1,0,0,0,0,0,1
HE000029,1,희준카센타,제주특별자치도 서귀포시 일주서로2968,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2469274,126.2222014,6,1,0,0,0,0,0,0,1
HE000030,2,약천사,제주특별자치도 서귀포시 하원동 1698-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.243712,126.4505592,2,1,0,0,1,0,0,0,0
HE000030,1,약천사,제주특별자치도 서귀포시 하원동 1698-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.243712,126.4505592,6,2,1,0,0,0,0,0,1
HE000031,1,코리아마트,제주특별자치도 서귀포시 동홍서로 42-6,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2523876,126.5701207,6,1,0,0,0,0,0,0,1
HE000032,2,대유랜드,제주특별자치도 서귀포시 상예로381,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.2770643,126.3943994,2,1,0,0,1,0,0,0,0
HE000032,1,대유랜드,제주특별자치도 서귀포시 상예로381,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2770643,126.3943994,6,2,1,0,0,0,0,0,1
HE000033,2,㈜상효원,제주특별자치도 서귀포시 산록남로 2847-37,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.3067241,126.5852071,2,1,0,0,1,0,0,0,0
HE000033,1,㈜상효원,제주특별자치도 서귀포시 산록남로 2847-37,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.3067241,126.5852071,6,2,1,0,0,0,0,0,1
HE000034,2,롯데호텔 제주,제주특별자치도 서귀포시 중문관광로72번길35,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.2483165,126.4105331,2,1,0,0,1,0,0,0,0
HE000034,1,롯데호텔 제주,제주특별자치도 서귀포시 중문관광로72번길35,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2483165,126.4105331,6,2,1,0,0,0,0,0,1
HE000035,2,천지공영주차빌딩,제주특별자치도 서귀포시 서귀동  305-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.2516116,126.559324,2,1,0,0,1,0,0,0,0
HE000035,1,천지공영주차빌딩,제주특별자치도 서귀포시 서귀동  305-1,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2516116,126.559324,6,2,1,0,0,0,0,0,1
HE000036,1,서귀포매일올레시장,제주특별자치도 서귀포시 중앙로62번길 지상2층,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,6,33.2501376,126.5632238,6,1,0,0,0,0,0,0,1
HE000037,2,성산일출봉,제주특별자치도 서귀포시 일출로 284-6,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.4620951,126.9352535,2,1,0,0,1,0,0,0,0
HE000037,1,성산일출봉,제주특별자치도 서귀포시 일출로 284-6,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4620951,126.9352535,6,2,0,0,0,0,0,0,1
HE000037,3,성산일출봉,제주특별자치도 서귀포시 일출로 284-6,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.4620951,126.9352535,12,3,1,0,0,0,0,0,2
HE000039,1,안덕농협 하나로마트,제주특별자치도 서귀포시 화순로122,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2466545,126.3333251,6,1,0,0,0,0,0,0,1
HE000040,2,서귀포시축협 흑한우명품관,제주특별자치도 서귀포시 일주동로8421,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.2567312,126.5884001,2,1,0,0,1,0,0,0,0
HE000040,3,서귀포시축협 흑한우명품관,제주특별자치도 서귀포시 일주동로8421,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.2567312,126.5884001,4,2,0,0,2,0,0,0,0
HE000040,1,서귀포시축협 흑한우명품관,제주특별자치도 서귀포시 일주동로8421,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.2567312,126.5884001,6,3,1,0,0,0,0,0,1
HE000041,2,성읍랜드,제주특별자치도 서귀포시 표선면 번영로2650,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.3983477,126.787363,2,1,0,0,1,0,0,0,0
HE000041,1,성읍랜드,제주특별자치도 서귀포시 표선면 번영로2650,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.3983477,126.787363,6,2,1,0,0,0,0,0,1
HE000043,2,표선농협 하나로마트,제주특별자치도 서귀포시 표선동서로233,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.3248216,126.831873,2,1,0,0,1,0,0,0,0
HE000043,1,표선농협 하나로마트,제주특별자치도 서귀포시 표선동서로233,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.3248216,126.831873,6,2,1,0,0,0,0,0,1
HE000044,2,GS25 서귀대포점,제주특별자치도 서귀포시 이어도로 129,24시간 이용가능,N,한국전기차충전서비스,1522-1782,5,33.239222,126.436367,5,1,0,0,0,0,0,1,0
HE000045,1,롯데하이마트 서귀포점,제주특별자치도 서귀포시 일주동로 8631,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.25397,126.566184,6,1,0,0,0,0,0,0,1
HE000047,1,현대자동차 블루핸즈 외도점,제주특별자치도 제주시 우평로 345-8,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.483837,126.430103,2,1,0,0,1,0,0,0,0
HE000048,1,함덕농협 하나로마트,제주특별자치도 제주시 조천읍 함와로 40,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.53724,126.674526,6,1,0,0,0,0,0,0,1
HE000049,2,제주시농협 하나로마트 제주점,제주특별자치도 제주시 남광로 206,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.505,126.552192,2,1,0,0,1,0,0,0,0
HE000049,1,제주시농협 하나로마트 제주점,제주특별자치도 제주시 남광로 206,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.505,126.552192,6,2,1,0,0,0,0,0,1
HE000050,1,제주대학교 제2도서관,제주특별자치도 제주시 제주대학로 102,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.457635,126.559944,2,1,0,0,1,0,0,0,0
HE000050,2,제주대학교 제2도서관,제주특별자치도 제주시 제주대학로 102,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.457635,126.559944,4,2,1,0,2,0,0,0,0
HE000051,2,제주대학교 학생주차장,제주특별자치도 제주시 제주대학로 102,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.459019,126.562919,2,1,0,0,1,0,0,0,0
HE000051,1,제주대학교 학생주차장,제주특별자치도 제주시 제주대학로 102,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.459019,126.562919,6,2,1,0,0,0,0,0,1
HE000053,1,아모렉스 리조트,제주특별자치도 제주시 서해안로 216,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.507822,126.471156,6,1,0,0,0,0,0,0,1
HE000057,2,남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.284398,126.721738,2,1,0,0,1,0,0,0,0
HE000057,1,남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.284398,126.721738,6,2,1,0,0,0,0,0,1
HE000058,2,제주시농협 하나로유통센터,제주특별자치도 제주시 월광로77,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.487704,126.468048,2,1,0,0,1,0,0,0,0
HE000058,1,제주시농협 하나로유통센터,제주특별자치도 제주시 월광로77,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.487704,126.468048,6,2,1,0,0,0,0,0,1
HE000071,2,넥슨박물관,제주특별자치도 제주시 1100로3198-8,24시간 이용가능,N,한국전기차충전서비스,1522-1782,2,33.47211112,126.485569,2,1,0,0,1,0,0,0,0
HE000071,1,넥슨박물관,제주특별자치도 제주시 1100로3198-8,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.47211112,126.485569,6,2,1,0,0,0,0,0,1
HE000082,2,제주바다목장,제주특별자치도 제주시 한경면 한경해안로565,24시간 이용가능, ,한국전기차충전서비스,null,2,33.346069,126.17936,2,1,0,0,1,0,0,0,0
HE000082,1,제주바다목장,제주특별자치도 제주시 한경면 한경해안로565,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.346069,126.17936,6,2,1,0,0,0,0,0,1
HE000083,2,다이아나호텔,제주특별자치도 제주시 임항로249,24시간 이용가능, ,한국전기차충전서비스,null,2,33.517825,126.539631,2,1,0,0,1,0,0,0,0
HE000083,1,다이아나호텔,제주특별자치도 제주시 임항로249,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.517825,126.539631,6,2,1,0,0,0,0,0,1
HE000084,1,제주필하우스,제주특별자치도 제주시 조천읍 일주동로1415,24시간 이용가능,N,한국전기차충전서비스,1522-1782,6,33.544817,126.686404,6,1,0,0,0,0,0,0,1
HE000090,1,켄싱턴 제주 호텔,제주특별자치도 서귀포시 중문관광로72번길 60,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.253006,126.408327,2,1,0,0,1,0,0,0,0
HE000090,2,켄싱턴 제주 호텔,제주특별자치도 서귀포시 중문관광로72번길 60,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.253006,126.408327,4,2,0,0,2,0,0,0,0
HE000090,3,켄싱턴 제주 호텔,제주특별자치도 서귀포시 중문관광로72번길 60,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.253006,126.408327,6,3,0,0,3,0,0,0,0
HE000090,4,켄싱턴 제주 호텔,제주특별자치도 서귀포시 중문관광로72번길 60,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.253006,126.408327,8,4,1,0,4,0,0,0,0
HE000141,1,선반내주유소,제주특별자치도 서귀포시 일주동로,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,6,33.25298812,126.55097,6,1,0,0,0,0,0,0,1
HE000462,1,스프링데일CC(동국개발),"제주특별자치도 서귀포시 남원읍 서성로 459 (위미리, 스프링데일C.C)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.329862,126.638016,2,1,0,0,1,0,0,0,0
HE000462,2,스프링데일CC(동국개발),"제주특별자치도 서귀포시 남원읍 서성로 459 (위미리, 스프링데일C.C)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.329862,126.638016,4,2,1,0,2,0,0,0,0
HE000465,1,WE호텔,"제주특별자치도 서귀포시 1100로 453-95 (회수동, 트레블러스호텔제주)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.285262,126.445568,2,1,0,0,1,0,0,0,0
HE000465,2,WE호텔,"제주특별자치도 서귀포시 1100로 453-95 (회수동, 트레블러스호텔제주)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.285262,126.445568,4,2,1,0,2,0,0,0,0
HE000467,1,제주발리리조트,"제주특별자치도 제주시 한림읍 일주서로 5083-5 (협재리, 제주발리리조트)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.389371,126.249806,2,1,0,0,1,0,0,0,0
HE000467,2,제주발리리조트,"제주특별자치도 제주시 한림읍 일주서로 5083-5 (협재리, 제주발리리조트)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.389371,126.249806,4,2,1,0,2,0,0,0,0
HE000473,1,하모니리조트,제주특별자치도 제주시 한림읍 협재로 213,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.3791715,126.2521698,2,1,0,0,1,0,0,0,0
HE000474,1,피노호텔,제주특별자치도 서귀포시 천지연로29번길 5 (서귀동),24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.241403,126.5633907,2,1,0,0,1,0,0,0,0
HE000477,1,펄리호텔,"제주특별자치도 제주시 노형로 79 (해안동, 가족호텔펄리)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.464693,126.45474,2,1,0,0,1,0,0,0,0
HE000477,2,펄리호텔,"제주특별자치도 제주시 노형로 79 (해안동, 가족호텔펄리)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.464693,126.45474,4,2,1,0,2,0,0,0,0
HE000479,1,다희연,"제주특별자치도 제주시 조천읍 선교로 115-1 (선흘리, 다희연)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4868384,126.707013,2,1,0,0,1,0,0,0,0
HE000479,2,다희연,"제주특별자치도 제주시 조천읍 선교로 115-1 (선흘리, 다희연)",24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4868384,126.707013,4,2,1,0,2,0,0,0,0
HE000486,1,제주노블레스관광호텔,제주특별자치도 제주시 월성로4길 19,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.5014564,126.5034049,2,1,0,0,1,0,0,0,0
HE000488,1,은빌레펜션,제주특별자치도 서귀포시 남원읍 한신로 247-3,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.3117075,126.7168645,2,1,0,0,1,0,0,0,0
HE000490,1,(주)샵원더,제주특별자치도 제주시 연북로 161,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.481958,126.49878,2,1,0,0,1,0,0,0,0
HE000491,1,세븐일레븐 제주함덕게스트하우스,제주특별자치도 제주시 조천읍 신북로 643,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.540726,126.678285,2,1,0,0,1,0,0,0,0
HE000492,1,레지나펜션,제주특별자치도 서귀포시 이어도로 789,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.2368373,126.4995612,2,1,0,0,1,0,0,0,0
HE000493,1,명도암 마을회,제주특별자치도 제주시 명림로 268-69,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4620876,126.6076149,2,1,0,0,1,0,0,0,0
HE000494,1,허브펜션오즈,제주특별자치도 서귀포시 표선면 표선백사로58번길 36,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.318558,126.833694,2,1,0,0,1,0,0,0,0
HE000497,1,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.290377,126.367949,2,1,0,0,1,0,0,0,0
HE000498,1,꼬뜨도르호텔,제주특별자치도 제주시 구좌읍 일주동로 1724,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.551999,126.716714,2,1,0,0,1,0,0,0,0
HE000499,1,관음사가는길,제주특별자치도 제주시 산록북로 819,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.436695,126.554498,2,1,0,0,1,0,0,0,0
HE000500,1,성산아쿠아비치호텔,제주특별자치도 서귀포시 성산읍 일주동로 4258,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4483373,126.911997,2,1,0,0,1,0,0,0,0
HE000500,2,성산아쿠아비치호텔,제주특별자치도 서귀포시 성산읍 일주동로 4258,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4483373,126.911997,4,2,1,0,2,0,0,0,0
HE000501,1,이노우에스시,제주특별자치도 제주시 과원로 78-1,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4771542,126.491468,2,1,0,0,1,0,0,0,0
HE000503,1,제주휴리조트,제주특별자치도 서귀포시 성산읍 난고로 228,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4206697,126.8940388,2,1,0,0,1,0,0,0,0
HE000504,1,종가전복,제주특별자치도 제주시 구좌읍 해맞이해안로 1306,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.5312449,126.8506911,2,1,0,0,1,0,0,0,0
HE000505,1,키아오라펜션,제주특별자치도 서귀포시 성산읍 난고로42번길 3,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4342204,126.9050229,2,1,0,0,1,0,0,0,0
HE000506,1,한국자동차공업사,제주특별자치도 제주시 오라로 72,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4954658,126.5109145,2,1,0,0,1,0,0,0,0
HE000507,1,마레 호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,24시간 이용가능,Y,한국전기차충전서비스,1522-1782,2,33.4417861,126.9189121,2,1,0,0,1,0,0,0,0
