시도,시군구,읍면동,업종,연령대,성별,날짜,이용자수,이용횟수,이용액
제주도,제주시,읍면,문화/레져,50대,여,201808,1092,1433,80218245
제주도,제주시,읍면,문화/레져,50대,남,201808,1977,2609,212973035
제주도,제주시,읍면,문화/레져,40대,여,201808,2237,3104,102853475
제주도,제주시,읍면,문화/레져,40대,남,201808,2962,4191,173571905
제주도,제주시,읍면,문화/레져,30대,여,201808,2251,3016,65786015
제주도,제주시,읍면,문화/레져,30대,남,201808,2194,3035,82688389
제주도,제주시,읍면,문화/레져,20대미만,여,201808,28,32,404000
제주도,제주시,읍면,문화/레져,20대미만,남,201808,33,45,456900
제주도,제주시,읍면,문화/레져,20대,여,201808,1580,2007,38068560
제주도,제주시,읍면,문화/레져,20대,남,201808,1129,1560,28749090
제주도,제주시,읍면,교통,60대이상,여,201808,649,811,41651251
제주도,제주시,읍면,교통,60대이상,남,201808,1446,1795,98764078
제주도,제주시,읍면,교통,50대,여,201808,1696,2096,93697605
제주도,제주시,읍면,교통,50대,남,201808,3532,4423,237533539
제주도,제주시,읍면,교통,40대,여,201808,2686,3269,135563919
제주도,제주시,읍면,교통,40대,남,201808,5348,6593,306961239
제주도,제주시,읍면,교통,30대,여,201808,3368,3988,133393832
제주도,제주시,읍면,교통,30대,남,201808,5357,6258,238014188
제주도,제주시,읍면,교통,20대미만,여,201808,11,14,260500
제주도,제주시,읍면,교통,20대미만,남,201808,21,22,411796
제주도,제주시,읍면,교통,20대,여,201808,3659,4358,104673199
제주도,제주시,읍면,교통,20대,남,201808,3526,3977,116552335
제주도,제주시,도심,유흥,60대이상,여,201808,63,76,8959100
제주도,제주시,도심,유흥,60대이상,남,201808,191,270,38674900
제주도,제주시,도심,유흥,50대,여,201808,133,165,19145600
제주도,제주시,도심,유흥,50대,남,201808,730,1018,161530600
제주도,제주시,도심,유흥,40대,여,201808,256,310,24715900
제주도,제주시,도심,유흥,40대,남,201808,879,1203,210688500
제주도,제주시,도심,유흥,30대,여,201808,266,350,19826500
제주도,제주시,도심,유흥,30대,남,201808,874,1172,119122500
제주도,제주시,도심,유흥,20대미만,여,201808,3,5,813000
제주도,제주시,도심,유흥,20대미만,남,201808,7,10,294000
제주도,제주시,도심,유흥,20대,여,201808,479,612,26580240
제주도,제주시,도심,유흥,20대,남,201808,726,1007,52071950
제주도,제주시,도심,식음료,60대이상,여,201808,4194,5859,222120688
제주도,제주시,도심,식음료,60대이상,남,201808,6898,10487,411323216
제주도,제주시,도심,식음료,50대,여,201808,10020,14072,464761372
제주도,제주시,도심,식음료,50대,남,201808,16889,26946,1012007615
제주도,제주시,도심,식음료,40대,여,201808,17484,26340,772572556
제주도,제주시,도심,식음료,40대,남,201808,26247,40424,1348497920
제주도,제주시,도심,식음료,30대,여,201808,22400,32137,800655985
제주도,제주시,도심,식음료,30대,남,201808,27214,41278,1116808350
제주도,제주시,도심,식음료,20대미만,여,201808,283,517,7648210
제주도,제주시,도심,식음료,20대미만,남,201808,381,562,9963430
제주도,제주시,도심,식음료,20대,여,201808,24417,34602,734629147
제주도,제주시,도심,식음료,20대,남,201808,20609,31131,701498950
제주도,제주시,도심,숙박,60대이상,여,201808,238,342,43493893
제주도,제주시,도심,숙박,60대이상,남,201808,520,692,82743815
제주도,제주시,도심,숙박,50대,여,201808,726,958,105589179
제주도,제주시,도심,숙박,50대,남,201808,1462,1944,241088275
제주도,제주시,도심,숙박,40대,여,201808,1293,1813,200931639
제주도,제주시,도심,숙박,40대,남,201808,2094,2852,317953115
제주도,제주시,도심,숙박,30대,여,201808,1386,1799,193808802
제주도,제주시,도심,숙박,30대,남,201808,1816,2355,223204994
제주도,제주시,도심,숙박,20대미만,여,201808,13,20,785300
제주도,제주시,도심,숙박,20대미만,남,201808,14,20,936000
제주도,제주시,도심,숙박,20대,여,201808,1346,1567,137109723
제주도,제주시,도심,숙박,20대,남,201808,1291,1564,112263606
제주도,제주시,도심,쇼핑,60대이상,여,201808,4995,10122,430709735
제주도,제주시,도심,쇼핑,60대이상,남,201808,7131,15301,611676385
제주도,제주시,도심,쇼핑,50대,여,201808,11195,21720,917565727
제주도,제주시,도심,쇼핑,50대,남,201808,18763,44058,1410592639
제주도,제주시,도심,쇼핑,40대,여,201808,18939,36990,1454490502
제주도,제주시,도심,쇼핑,40대,남,201808,29675,67248,1972726665
제주도,제주시,도심,쇼핑,30대,여,201808,22421,41955,1438408736
제주도,제주시,도심,쇼핑,30대,남,201808,30266,64362,1658281297
제주도,제주시,도심,쇼핑,20대미만,여,201808,439,772,15213090
제주도,제주시,도심,쇼핑,20대미만,남,201808,630,1581,13846086
제주도,제주시,도심,쇼핑,20대,여,201808,24624,43796,1106680397
제주도,제주시,도심,쇼핑,20대,남,201808,24784,51618,948073518
제주도,제주시,도심,소매,60대이상,여,201808,2174,2651,147268308
제주도,제주시,도심,소매,60대이상,남,201808,2324,2805,171132449
제주도,제주시,도심,소매,50대,여,201808,4676,5815,283900760
제주도,제주시,도심,소매,50대,남,201808,5205,6489,308518451
제주도,제주시,도심,소매,40대,여,201808,7243,9061,349094610
제주도,제주시,도심,소매,40대,남,201808,8196,10197,398790935
제주도,제주시,도심,소매,30대,여,201808,8661,10829,335874387
제주도,제주시,도심,소매,30대,남,201808,8474,10597,359225916
제주도,제주시,도심,소매,20대미만,여,201808,207,239,4863430
제주도,제주시,도심,소매,20대미만,남,201808,259,337,8180720
제주도,제주시,도심,소매,20대,여,201808,10439,13106,327853114
제주도,제주시,도심,소매,20대,남,201808,6955,8560,225795000
제주도,제주시,도심,문화/레져,60대이상,여,201808,229,364,14521730
제주도,제주시,도심,문화/레져,60대이상,남,201808,400,537,46005994
제주도,제주시,도심,문화/레져,50대,여,201808,557,750,25900795
제주도,제주시,도심,문화/레져,50대,남,201808,1205,1639,101969979
제주도,제주시,도심,문화/레져,40대,여,201808,1467,2003,55501540
제주도,제주시,도심,문화/레져,40대,남,201808,1997,2718,92737195
제주도,제주시,도심,문화/레져,30대,여,201808,1384,1826,41326580
제주도,제주시,도심,문화/레져,30대,남,201808,1796,2835,58759453
제주도,제주시,도심,문화/레져,20대미만,여,201808,59,90,761390
제주도,제주시,도심,문화/레져,20대미만,남,201808,112,250,1711660
제주도,제주시,도심,문화/레져,20대,여,201808,1822,2679,41273220
제주도,제주시,도심,문화/레져,20대,남,201808,2738,5901,61034615
제주도,제주시,도심,교통,60대이상,여,201808,1330,1554,165707246
제주도,제주시,도심,교통,60대이상,남,201808,2767,3294,270112772
제주도,제주시,도심,교통,50대,여,201808,3716,3998,359589211
제주도,제주시,도심,교통,50대,남,201808,7654,8877,759653285
제주도,제주시,도심,교통,40대,여,201808,6582,7188,596883567
제주도,제주시,도심,교통,40대,남,201808,12455,14240,1129614904
제주도,제주시,도심,교통,30대,여,201808,9004,9511,792026865
제주도,제주시,도심,교통,30대,남,201808,13274,14702,1111221931
제주도,제주시,도심,교통,20대미만,여,201808,33,37,4464316
제주도,제주시,도심,교통,20대미만,남,201808,50,50,3146384
제주도,제주시,도심,교통,20대,여,201808,7651,7734,613354308
제주도,제주시,도심,교통,20대,남,201808,7828,8497,568833026
제주도,서귀포시,읍면,유흥,60대이상,여,201808,17,19,2249900
제주도,서귀포시,읍면,유흥,60대이상,남,201808,67,87,12196850
제주도,서귀포시,읍면,유흥,50대,여,201808,42,58,5600300
제주도,서귀포시,읍면,유흥,50대,남,201808,155,259,33804900
제주도,서귀포시,읍면,유흥,40대,여,201808,42,55,3264950
제주도,서귀포시,읍면,유흥,40대,남,201808,126,183,23253600
제주도,서귀포시,읍면,유흥,30대,여,201808,53,60,2760900
제주도,서귀포시,읍면,유흥,30대,남,201808,146,197,15271100
제주도,서귀포시,읍면,유흥,20대미만,남,201808,1,1,37800
제주도,서귀포시,읍면,유흥,20대,여,201808,55,72,4055900
제주도,서귀포시,읍면,유흥,20대,남,201808,81,119,4511700
제주도,서귀포시,읍면,식음료,60대이상,여,201808,1794,2617,114085745
제주도,서귀포시,읍면,식음료,60대이상,남,201808,2596,4163,203944820
제주도,서귀포시,읍면,식음료,50대,여,201808,3880,5949,232140993
제주도,서귀포시,읍면,식음료,50대,남,201808,5842,9477,403979180
제주도,서귀포시,읍면,식음료,40대,여,201808,7316,11759,398634182
제주도,서귀포시,읍면,식음료,40대,남,201808,10066,16614,619665368
제주도,서귀포시,읍면,식음료,30대,여,201808,9342,14388,443571538
제주도,서귀포시,읍면,식음료,30대,남,201808,10422,16675,541549524
제주도,서귀포시,읍면,식음료,20대미만,여,201808,161,229,3972955
제주도,서귀포시,읍면,식음료,20대미만,남,201808,167,226,4215540
제주도,서귀포시,읍면,식음료,20대,여,201808,8459,12418,340638267
제주도,서귀포시,읍면,식음료,20대,남,201808,6682,9980,285457501
제주도,서귀포시,읍면,숙박,60대이상,여,201808,216,311,20055346
제주도,서귀포시,읍면,숙박,60대이상,남,201808,321,495,42030493
제주도,서귀포시,읍면,숙박,50대,여,201808,534,753,54093808
제주도,서귀포시,읍면,숙박,50대,남,201808,787,1126,85448948
제주도,서귀포시,읍면,숙박,40대,여,201808,1322,2197,140116039
제주도,서귀포시,읍면,숙박,40대,남,201808,1811,3275,247741373
제주도,서귀포시,읍면,숙박,30대,여,201808,1563,2502,137329390
제주도,서귀포시,읍면,숙박,30대,남,201808,1674,2596,158783239
제주도,서귀포시,읍면,숙박,20대미만,여,201808,22,33,385100
제주도,서귀포시,읍면,숙박,20대미만,남,201808,22,35,454100
제주도,서귀포시,읍면,숙박,20대,여,201808,1746,2235,66067752
제주도,서귀포시,읍면,숙박,20대,남,201808,1095,1377,44052609
제주도,서귀포시,읍면,쇼핑,60대이상,여,201808,1118,2654,59637600
제주도,서귀포시,읍면,쇼핑,60대이상,남,201808,1717,4342,83174541
제주도,서귀포시,읍면,쇼핑,50대,여,201808,2438,5770,96441040
제주도,서귀포시,읍면,쇼핑,50대,남,201808,4261,11014,169565652
제주도,서귀포시,읍면,쇼핑,40대,여,201808,4955,10325,170739614
제주도,서귀포시,읍면,쇼핑,40대,남,201808,8370,19508,284499352
제주도,서귀포시,읍면,쇼핑,30대,여,201808,5895,11634,165966255
제주도,서귀포시,읍면,쇼핑,30대,남,201808,8386,18447,225859209
제주도,서귀포시,읍면,쇼핑,20대미만,여,201808,116,236,1699030
제주도,서귀포시,읍면,쇼핑,20대미만,남,201808,192,398,2632200
제주도,서귀포시,읍면,쇼핑,20대,여,201808,5203,10756,98288265
제주도,서귀포시,읍면,쇼핑,20대,남,201808,6082,14056,123186505
제주도,서귀포시,읍면,소매,60대이상,여,201808,640,884,61899402
제주도,서귀포시,읍면,소매,60대이상,남,201808,711,940,52899820
제주도,서귀포시,읍면,소매,50대,여,201808,1196,1646,81224242
제주도,서귀포시,읍면,소매,50대,남,201808,1443,1938,82478920
제주도,서귀포시,읍면,소매,40대,여,201808,2098,2943,101569672
제주도,서귀포시,읍면,소매,40대,남,201808,2808,3894,132948625
제주도,서귀포시,읍면,소매,30대,여,201808,2355,3108,90831739
제주도,서귀포시,읍면,소매,30대,남,201808,2573,3385,98780405
제주도,서귀포시,읍면,소매,20대미만,여,201808,47,63,704450
제주도,서귀포시,읍면,소매,20대미만,남,201808,55,65,1146400
제주도,서귀포시,읍면,소매,20대,여,201808,1707,2024,49311386
제주도,서귀포시,읍면,소매,20대,남,201808,1396,1826,38316110
제주도,서귀포시,읍면,문화/레져,60대이상,여,201808,491,706,55773839
제주도,서귀포시,읍면,문화/레져,60대이상,남,201808,821,1295,168452390
제주도,서귀포시,읍면,문화/레져,50대,여,201808,1022,1243,94953501
제주도,서귀포시,읍면,문화/레져,50대,남,201808,1783,2327,184131218
제주도,서귀포시,읍면,문화/레져,40대,여,201808,2645,3474,148918274
제주도,서귀포시,읍면,문화/레져,40대,남,201808,3829,5088,253333139
제주도,서귀포시,읍면,문화/레져,30대,여,201808,2848,3630,145080185
제주도,서귀포시,읍면,문화/레져,30대,남,201808,2896,3859,162792625
제주도,서귀포시,읍면,문화/레져,20대미만,여,201808,21,24,434400
제주도,서귀포시,읍면,문화/레져,20대미만,남,201808,40,42,988700
제주도,서귀포시,읍면,문화/레져,20대,여,201808,1797,2078,63230164
제주도,서귀포시,읍면,문화/레져,20대,남,201808,1641,1929,59501886
제주도,서귀포시,읍면,교통,60대이상,여,201808,263,352,17311010
제주도,서귀포시,읍면,교통,60대이상,남,201808,537,743,37493600
제주도,서귀포시,읍면,교통,50대,여,201808,569,726,36800010
제주도,서귀포시,읍면,교통,50대,남,201808,1217,1559,69939337
제주도,서귀포시,읍면,교통,40대,여,201808,926,1135,49215847
제주도,서귀포시,읍면,교통,40대,남,201808,2041,2489,106636106
제주도,서귀포시,읍면,교통,30대,여,201808,1098,1254,47460368
제주도,서귀포시,읍면,교통,30대,남,201808,1859,2142,83252020
제주도,서귀포시,읍면,교통,20대미만,여,201808,1,1,30000
제주도,서귀포시,읍면,교통,20대미만,남,201808,8,12,269793
제주도,서귀포시,읍면,교통,20대,여,201808,896,993,33630571
제주도,서귀포시,읍면,교통,20대,남,201808,1056,1182,38017721
제주도,서귀포시,도심,유흥,60대이상,여,201808,38,46,2653500
제주도,서귀포시,도심,유흥,60대이상,남,201808,86,127,17264900
제주도,서귀포시,도심,유흥,50대,여,201808,66,77,5874160
제주도,서귀포시,도심,유흥,50대,남,201808,225,317,44643400
제주도,서귀포시,도심,유흥,40대,여,201808,110,133,10788310
제주도,서귀포시,도심,유흥,40대,남,201808,310,400,53425450
제주도,서귀포시,도심,유흥,30대,여,201808,177,222,8704950
제주도,서귀포시,도심,유흥,30대,남,201808,407,545,30471300
제주도,서귀포시,도심,유흥,20대미만,남,201808,2,2,80000
제주도,서귀포시,도심,유흥,20대,여,201808,270,375,11854050
제주도,서귀포시,도심,유흥,20대,남,201808,421,587,21927300
제주도,서귀포시,도심,식음료,60대이상,여,201808,2212,3095,130239500
제주도,서귀포시,도심,식음료,60대이상,남,201808,3500,5397,242485340
제주도,서귀포시,도심,식음료,50대,여,201808,4797,6404,247466821
제주도,서귀포시,도심,식음료,50대,남,201808,7834,11663,494225777
제주도,서귀포시,도심,식음료,40대,여,201808,9199,12935,470598004
제주도,서귀포시,도심,식음료,40대,남,201808,13977,20498,784856800
제주도,서귀포시,도심,식음료,30대,여,201808,12646,17568,540252570
제주도,서귀포시,도심,식음료,30대,남,201808,14706,20929,694257270
제주도,서귀포시,도심,식음료,20대미만,여,201808,142,212,3339130
제주도,서귀포시,도심,식음료,20대미만,남,201808,152,177,3360250
제주도,서귀포시,도심,식음료,20대,여,201808,11486,15789,416939615
제주도,서귀포시,도심,식음료,20대,남,201808,9885,14000,380485190
제주도,서귀포시,도심,숙박,60대이상,여,201808,254,369,88047793
제주도,서귀포시,도심,숙박,60대이상,남,201808,429,662,205587433
제주도,서귀포시,도심,숙박,50대,여,201808,555,723,117518971
제주도,서귀포시,도심,숙박,50대,남,201808,1050,1464,294242358
제주도,서귀포시,도심,숙박,40대,여,201808,1281,1847,299473005
제주도,서귀포시,도심,숙박,40대,남,201808,2086,3100,578225076
제주도,서귀포시,도심,숙박,30대,여,201808,1836,2565,380025744
제주도,서귀포시,도심,숙박,30대,남,201808,1987,2793,430604038
제주도,서귀포시,도심,숙박,20대미만,여,201808,6,8,236590
제주도,서귀포시,도심,숙박,20대미만,남,201808,8,10,661110
제주도,서귀포시,도심,숙박,20대,여,201808,1145,1374,151080739
제주도,서귀포시,도심,숙박,20대,남,201808,912,1170,118463198
제주도,서귀포시,도심,쇼핑,60대이상,여,201808,1830,4004,133968900
제주도,서귀포시,도심,쇼핑,60대이상,남,201808,2413,5422,137524910
제주도,서귀포시,도심,쇼핑,50대,여,201808,3667,7022,188412710
제주도,서귀포시,도심,쇼핑,50대,남,201808,6176,13824,311549230
제주도,서귀포시,도심,쇼핑,40대,여,201808,7127,12846,322307810
제주도,서귀포시,도심,쇼핑,40대,남,201808,11839,24736,509373720
제주도,서귀포시,도심,쇼핑,30대,여,201808,9285,15403,318510680
제주도,서귀포시,도심,쇼핑,30대,남,201808,12499,23584,392544720
제주도,서귀포시,도심,쇼핑,20대미만,여,201808,120,246,2140520
제주도,서귀포시,도심,쇼핑,20대미만,남,201808,197,372,2914270
제주도,서귀포시,도심,쇼핑,20대,여,201808,8447,14619,203635942
제주도,서귀포시,도심,쇼핑,20대,남,201808,9492,19520,227995640
제주도,서귀포시,도심,소매,60대이상,여,201808,731,969,65679883
제주도,서귀포시,도심,소매,60대이상,남,201808,723,965,70863202
제주도,서귀포시,도심,소매,50대,여,201808,1561,2091,95176182
제주도,서귀포시,도심,소매,50대,남,201808,1762,2317,108283907
제주도,서귀포시,도심,소매,40대,여,201808,2552,3279,108836470
제주도,서귀포시,도심,소매,40대,남,201808,3051,4111,142602382
제주도,서귀포시,도심,소매,30대,여,201808,3113,4123,105439207
제주도,서귀포시,도심,소매,30대,남,201808,3202,4296,110621480
제주도,서귀포시,도심,소매,20대미만,여,201808,48,57,893000
제주도,서귀포시,도심,소매,20대미만,남,201808,58,64,1259800
제주도,서귀포시,도심,소매,20대,여,201808,3124,4299,80498187
제주도,서귀포시,도심,소매,20대,남,201808,2236,3023,54427700
제주도,서귀포시,도심,문화/레져,60대이상,여,201808,214,290,10170500
제주도,서귀포시,도심,문화/레져,60대이상,남,201808,384,532,33577100
제주도,서귀포시,도심,문화/레져,50대,여,201808,456,541,26401925
제주도,서귀포시,도심,문화/레져,50대,남,201808,909,1151,71012101
제주도,서귀포시,도심,문화/레져,40대,여,201808,981,1173,44916475
제주도,서귀포시,도심,문화/레져,40대,남,201808,1459,1879,76989960
제주도,서귀포시,도심,문화/레져,30대,여,201808,1056,1286,35891780
제주도,서귀포시,도심,문화/레져,30대,남,201808,1122,1409,44085664
제주도,서귀포시,도심,문화/레져,20대미만,여,201808,22,37,677800
제주도,서귀포시,도심,문화/레져,20대미만,남,201808,15,15,348000
제주도,서귀포시,도심,문화/레져,20대,여,201808,685,776,19866550
제주도,서귀포시,도심,문화/레져,20대,남,201808,830,1050,26452980
제주도,서귀포시,도심,교통,60대이상,여,201808,345,406,21122717
제주도,서귀포시,도심,교통,60대이상,남,201808,658,810,42651788
제주도,서귀포시,도심,교통,50대,여,201808,674,784,38021590
제주도,서귀포시,도심,교통,50대,남,201808,1508,1871,87443201
제주도,서귀포시,도심,교통,40대,여,201808,1249,1421,61892055
제주도,서귀포시,도심,교통,40대,남,201808,2540,2919,127843981
제주도,서귀포시,도심,교통,30대,여,201808,1453,1599,60302255
제주도,서귀포시,도심,교통,30대,남,201808,2297,2596,103241286
제주도,서귀포시,도심,교통,20대미만,여,201808,5,7,273440
제주도,서귀포시,도심,교통,20대미만,남,201808,5,5,191517
제주도,서귀포시,도심,교통,20대,여,201808,1042,1103,36632826
제주도,서귀포시,도심,교통,20대,남,201808,1209,1313,44705955
제주도,제주시,읍면,유흥,60대이상,여,201807,26,35,2634700
제주도,제주시,읍면,유흥,60대이상,남,201807,50,65,10914800
제주도,제주시,읍면,유흥,50대,여,201807,52,70,4825000
제주도,제주시,읍면,유흥,50대,남,201807,121,162,24631600
제주도,제주시,읍면,유흥,40대,여,201807,94,119,6887600
제주도,제주시,읍면,유흥,40대,남,201807,207,288,32124400
제주도,제주시,읍면,유흥,30대,여,201807,186,210,5967400
제주도,제주시,읍면,유흥,30대,남,201807,181,217,15098000
제주도,제주시,읍면,유흥,20대미만,여,201807,1,1,15800
제주도,제주시,읍면,유흥,20대미만,남,201807,4,5,69500
제주도,제주시,읍면,유흥,20대,여,201807,277,303,8154750
제주도,제주시,읍면,유흥,20대,남,201807,187,203,7354500
제주도,제주시,읍면,식음료,60대이상,여,201807,2015,3132,121155130
제주도,제주시,읍면,식음료,60대이상,남,201807,2981,4724,194060550
제주도,제주시,읍면,식음료,50대,여,201807,5076,7677,254981355
제주도,제주시,읍면,식음료,50대,남,201807,6973,11568,411047845
제주도,제주시,읍면,식음료,40대,여,201807,8819,14506,453699428
제주도,제주시,읍면,식음료,40대,남,201807,11291,19464,660291526
제주도,제주시,읍면,식음료,30대,여,201807,14215,23622,649206329
제주도,제주시,읍면,식음료,30대,남,201807,14127,23312,661499334
제주도,제주시,읍면,식음료,20대미만,여,201807,178,271,6028250
제주도,제주시,읍면,식음료,20대미만,남,201807,119,191,4017840
제주도,제주시,읍면,식음료,20대,여,201807,18287,29617,679435105
제주도,제주시,읍면,식음료,20대,남,201807,11316,17265,423441690
제주도,제주시,읍면,숙박,60대이상,여,201807,179,258,25915150
제주도,제주시,읍면,숙박,60대이상,남,201807,258,375,40055615
제주도,제주시,읍면,숙박,50대,여,201807,465,588,46517784
제주도,제주시,읍면,숙박,50대,남,201807,619,821,82261897
제주도,제주시,읍면,숙박,40대,여,201807,955,1284,110143895
제주도,제주시,읍면,숙박,40대,남,201807,1300,1845,152537730
제주도,제주시,읍면,숙박,30대,여,201807,1404,1749,107780521
제주도,제주시,읍면,숙박,30대,남,201807,1431,1894,128602420
제주도,제주시,읍면,숙박,20대미만,여,201807,17,17,732620
제주도,제주시,읍면,숙박,20대미만,남,201807,11,20,232750
제주도,제주시,읍면,숙박,20대,여,201807,1594,1801,70575947
제주도,제주시,읍면,숙박,20대,남,201807,908,1074,47236801
제주도,제주시,읍면,쇼핑,60대이상,여,201807,1387,3157,72361000
제주도,제주시,읍면,쇼핑,60대이상,남,201807,1900,4676,97064037
제주도,제주시,읍면,쇼핑,50대,여,201807,2703,5690,116520723
제주도,제주시,읍면,쇼핑,50대,남,201807,4765,11929,188644692
제주도,제주시,읍면,쇼핑,40대,여,201807,5542,11115,219275116
제주도,제주시,읍면,쇼핑,40대,남,201807,8952,21516,341140634
제주도,제주시,읍면,쇼핑,30대,여,201807,7693,14660,229500004
제주도,제주시,읍면,쇼핑,30대,남,201807,9916,21197,279793268
제주도,제주시,읍면,쇼핑,20대미만,여,201807,114,213,1709350
제주도,제주시,읍면,쇼핑,20대미만,남,201807,148,324,2530390
제주도,제주시,읍면,쇼핑,20대,여,201807,8995,15679,160274001
제주도,제주시,읍면,쇼핑,20대,남,201807,8802,17430,167718353
제주도,제주시,읍면,소매,60대이상,여,201807,436,565,23773542
제주도,제주시,읍면,소매,60대이상,남,201807,527,660,32862124
제주도,제주시,읍면,소매,50대,여,201807,1000,1191,41963200
제주도,제주시,읍면,소매,50대,남,201807,1230,1633,54144862
제주도,제주시,읍면,소매,40대,여,201807,1599,2061,60933208
제주도,제주시,읍면,소매,40대,남,201807,1882,2479,70493837
제주도,제주시,읍면,소매,30대,여,201807,2046,2519,62753416
제주도,제주시,읍면,소매,30대,남,201807,2064,2535,65511350
제주도,제주시,읍면,소매,20대미만,여,201807,51,57,904850
제주도,제주시,읍면,소매,20대미만,남,201807,58,78,799400
제주도,제주시,읍면,소매,20대,여,201807,3627,4199,89436420
제주도,제주시,읍면,소매,20대,남,201807,1972,2378,54202650
제주도,제주시,읍면,문화/레져,60대이상,여,201807,427,573,39985110
제주도,제주시,읍면,문화/레져,60대이상,남,201807,744,1102,123256190
제주도,제주시,읍면,문화/레져,50대,여,201807,969,1279,64642520
제주도,제주시,읍면,문화/레져,50대,남,201807,1558,2056,176595605
제주도,제주시,읍면,문화/레져,40대,여,201807,1700,2330,76717260
제주도,제주시,읍면,문화/레져,40대,남,201807,2244,3062,140018162
제주도,제주시,읍면,문화/레져,30대,여,201807,1808,2410,50243135
제주도,제주시,읍면,문화/레져,30대,남,201807,1738,2369,61629360
제주도,제주시,읍면,문화/레져,20대미만,여,201807,46,49,618300
제주도,제주시,읍면,문화/레져,20대미만,남,201807,54,70,691700
제주도,제주시,읍면,문화/레져,20대,여,201807,1679,2061,34271240
제주도,제주시,읍면,문화/레져,20대,남,201807,1119,1472,26569970
제주도,제주시,읍면,교통,60대이상,여,201807,584,738,39542871
제주도,제주시,읍면,교통,60대이상,남,201807,1328,1612,88294175
제주도,제주시,읍면,교통,50대,여,201807,1547,1912,87744133
제주도,제주시,읍면,교통,50대,남,201807,3075,3806,209335258
제주도,제주시,읍면,교통,40대,여,201807,2196,2668,111837612
제주도,제주시,읍면,교통,40대,남,201807,4086,5088,261400711
제주도,제주시,읍면,교통,30대,여,201807,2730,3226,106784628
제주도,제주시,읍면,교통,30대,남,201807,4472,5159,201572160
제주도,제주시,읍면,교통,20대미만,여,201807,14,18,411700
제주도,제주시,읍면,교통,20대미만,남,201807,20,20,573890
제주도,제주시,읍면,교통,20대,여,201807,3459,4063,98267741
제주도,제주시,읍면,교통,20대,남,201807,3087,3481,100560665
제주도,제주시,도심,유흥,60대이상,여,201807,82,110,15214200
제주도,제주시,도심,유흥,60대이상,남,201807,208,283,50030100
제주도,제주시,도심,유흥,50대,여,201807,178,236,24512000
제주도,제주시,도심,유흥,50대,남,201807,697,943,149785000
제주도,제주시,도심,유흥,40대,여,201807,256,313,31542800
제주도,제주시,도심,유흥,40대,남,201807,935,1236,199369310
제주도,제주시,도심,유흥,30대,여,201807,248,312,19457400
제주도,제주시,도심,유흥,30대,남,201807,776,1041,103588100
제주도,제주시,도심,유흥,20대미만,여,201807,2,3,164000
제주도,제주시,도심,유흥,20대미만,남,201807,3,3,156000
제주도,제주시,도심,유흥,20대,여,201807,404,502,21729800
제주도,제주시,도심,유흥,20대,남,201807,682,960,47630940
제주도,제주시,도심,식음료,60대이상,여,201807,3852,5352,190356920
제주도,제주시,도심,식음료,60대이상,남,201807,6397,9682,359330688
제주도,제주시,도심,식음료,50대,여,201807,9167,13031,428823469
제주도,제주시,도심,식음료,50대,남,201807,15567,25223,936722087
제주도,제주시,도심,식음료,40대,여,201807,14341,21901,645381800
제주도,제주시,도심,식음료,40대,남,201807,21392,33652,1139908357
제주도,제주시,도심,식음료,30대,여,201807,19241,27627,690478545
제주도,제주시,도심,식음료,30대,남,201807,23269,35592,978592948
제주도,제주시,도심,식음료,20대미만,여,201807,378,561,8564050
제주도,제주시,도심,식음료,20대미만,남,201807,307,446,7550760
제주도,제주시,도심,식음료,20대,여,201807,24239,34301,695755173
제주도,제주시,도심,식음료,20대,남,201807,19140,28942,641051816
제주도,제주시,도심,숙박,60대이상,여,201807,190,256,28438654
제주도,제주시,도심,숙박,60대이상,남,201807,459,587,62320584
제주도,제주시,도심,숙박,50대,여,201807,512,644,80647014
제주도,제주시,도심,숙박,50대,남,201807,1216,1623,182788190
제주도,제주시,도심,숙박,40대,여,201807,864,1153,142322297
제주도,제주시,도심,숙박,40대,남,201807,1583,2058,217317483
제주도,제주시,도심,숙박,30대,여,201807,992,1232,108404269
제주도,제주시,도심,숙박,30대,남,201807,1408,1771,169571761
제주도,제주시,도심,숙박,20대미만,여,201807,8,9,160000
제주도,제주시,도심,숙박,20대미만,남,201807,6,8,596500
제주도,제주시,도심,숙박,20대,여,201807,1104,1267,103604825
제주도,제주시,도심,숙박,20대,남,201807,989,1164,78512367
제주도,제주시,도심,쇼핑,60대이상,여,201807,4644,9742,396148757
제주도,제주시,도심,쇼핑,60대이상,남,201807,6718,13997,525454782
제주도,제주시,도심,쇼핑,50대,여,201807,10082,19854,781522810
제주도,제주시,도심,쇼핑,50대,남,201807,16803,38777,1163649406
제주도,제주시,도심,쇼핑,40대,여,201807,14813,29661,1080194279
제주도,제주시,도심,쇼핑,40대,남,201807,24167,55457,1492182330
제주도,제주시,도심,쇼핑,30대,여,201807,18554,35007,1117567635
제주도,제주시,도심,쇼핑,30대,남,201807,25015,53950,1296792404
제주도,제주시,도심,쇼핑,20대미만,여,201807,453,692,16631460
제주도,제주시,도심,쇼핑,20대미만,남,201807,394,746,8625135
제주도,제주시,도심,쇼핑,20대,여,201807,23645,41682,1015319433
제주도,제주시,도심,쇼핑,20대,남,201807,22423,46706,815036196
제주도,제주시,도심,소매,60대이상,여,201807,2191,2743,156270494
